Project_ID,Project_year,Host_Country,HostInstitute,ZIPcode_Host,Host_city,project_start,Project_end,MainDisciplin,MainDiscNummer
141373,2011,US,Graduate School of Business Columbia University,10027-6902,New York,01.09.2012,31.05.2013,Social sciences,102
141378,2011,ES,Departamento de Economía y Empresa Universitat Pompeu Fabra,8005,Barcelona,01.05.2012,31.03.2013,Social sciences,102
141399,2011,US,Center Study of Poverty and Inequality Department of Sociology Stanford University,CA 94305,Stanford,01.08.2012,31.01.2014,Social sciences,102
141399,2011,GB,Department of Sociology University of Cambridge,CB2 3RQ,Cambridge,01.08.2012,31.01.2014,Social sciences,102
141431,2011,US,Industrial Relation Section Princeton University,08544-2098,New Jersey,01.03.2012,28.02.2014,Social sciences,102
141431,2011,US,School of Business Stanford University,94305-5015,Stanford,01.03.2012,28.02.2014,Social sciences,102
141436,2011,DE,Max-Planck-Institut für Ausländisches und öffentliches Recht und Völkerrecht,69120,Heidelberg,01.03.2012,28.02.2013,Social sciences,102
141455,2011,US,Cornell University,14853,Ithaca,01.02.2012,30.09.2012,Social sciences,102
141455,2011,GH,University of Ghana,,Accra,01.02.2012,30.09.2012,Social sciences,102
141460,2011,DE,Institut für Sozialwissenschaften Humboldt-Universität Berlin,10117,Berlin,01.03.2012,31.10.2012,Social sciences,102
141461,2011,CA,Department of Political Science University of British Columbia,V6T 1Z1,Vancouver,01.08.2012,31.07.2013,Social sciences,102
141484,2011,GB,London School of Economics Methodology Institute Columbia House 8th floor,WC2A 2AE,London,01.02.2012,31.01.2013,Social sciences,102
141492,2011,US,Entrepreneurship & Innovation Department Leonard N. Stern School of Business University of New York,10012,New York,01.01.2012,30.06.2012,Social sciences,102
141493,2011,US,Columbia Center for Excellence in E-Business Columbia Business School,10027,New York,01.03.2012,31.08.2012,Social sciences,102
141494,2011,GB,Institute of Criminology University of Cambridge,CB3 9DT,Cambridge,01.04.2012,31.03.2013,Social sciences,102
141509,2011,GB,Centre for Socio-Legal Studies Law Faculty University of Oxford,OX1 3UQ,Oxford,01.07.2012,30.09.2013,Social sciences,102
141510,2011,CA,Joseph L. Rotman School of Management University of Toronto,M5S 3E6,Toronto,01.08.2012,31.07.2013,Social sciences,102
141511,2011,CA,McGill University,H3G 1Y5,Montréal,01.04.2012,31.12.2012,Social sciences,102
141518,2011,AU,Faculty of Law/School of Law University of New South Wales,2052,Sydney,01.01.2012,31.12.2012,Social sciences,102
141934,2012,ZA,Department of Sociology University of the Free State,9300,Bloemfontein,01.06.2012,31.05.2014,Social sciences,102
141936,2012,NL,Department of Econometrics Tilburg University,5000,LE Tilburg,01.02.2012,31.12.2012,Social sciences,102
141936,2012,US,Fuqua School of Business Duke University,27708-0120,Durham,01.02.2012,31.12.2012,Social sciences,102
141947,2012,US,Kellogg School of Management Northwestern University,60208-2001,Evanston,01.05.2012,30.04.2013,Social sciences,102
141949,2012,DK,Department of Economics University of Copenhagen,1455,Copenhagen,01.04.2012,31.03.2013,Social sciences,102
141961,2012,CA,HEC Montréal,H3T 2A7,Montréal,01.04.2012,31.03.2013,Social sciences,102
141963,2012,US,Department of Mechanical Engineering Massachusetts Institute of Technology,2139,Cambridge,01.07.2012,31.03.2013,Social sciences,102
141977,2012,DE,Fachbereich I Rechtswissenschaft Johann Wolfgang Goethe-Universität,60054,Frankfurt,01.10.2012,31.05.2013,Social sciences,102
141978,2012,GB,Politics and International Relations Dpt Oxford University,OX1 3DR,Oxford,01.05.2012,30.04.2013,Social sciences,102
142070,2012,NL,Department of Political Science VU Amsterdam,1081 HV,Amsterdam,01.10.2012,30.09.2015,Social sciences,102
142130,2012,AU,Faculty of Business and Economics University of Melbourne,3010,Melbourne,01.09.2012,29.02.2016,Social sciences,102
142237,2012,US,University of Houston,77204-5513,Houston,01.09.2012,31.08.2013,Social sciences,102
142241,2012,GB,Lauterpacht Centre for International Law University of Cambridge,CB3 9BL,Cambridge,01.08.2012,31.01.2013,Social sciences,102
142247,2012,US,Research Institute on International Change Columbia University,10027,New York,01.08.2012,31.07.2013,Social sciences,102
142268,2012,FR,Inst. de recherche sur les cultures et sociétés urbaines CNRS-CSU-IRESCO,75017,Paris,01.09.2012,31.05.2013,Social sciences,102
142268,2012,FR,IRIS  CNRS/Inserm/EHESS/Université Paris 13,93017,Bobigny cedex (Paris),01.09.2012,31.05.2013,Social sciences,102
142273,2012,US,School of Law University of California,94720-7200,Berkeley,01.09.2012,31.08.2013,Social sciences,102
142276,2012,AU,University of Sydney Royal Prince Alfred Hospital,2006,Sydney ,01.08.2012,31.07.2013,Social sciences,102
142276,2012,AU,University of Sydney Royal Prince Alfred Hospital,2026,Camperdown,01.08.2012,31.07.2013,Social sciences,102
142315,2012,US,Leonard N. Stern School of Business Henry Kaufman Management Center New York University,10012-1118,New York,01.10.2012,30.09.2013,Social sciences,102
142319,2012,NZ,School of Social Sciences Auckland University of Technology,1010,Auckland,01.08.2012,31.07.2013,Social sciences,102
142319,2012,GB,University of Strathclyde Business School,G4 0QU,Glasgow,01.08.2012,31.07.2013,Social sciences,102
142327,2012,US,Near Eastern Languages and Cultures University of California Los Angeles,90095-1511,Los Angeles,01.10.2012,30.09.2013,Social sciences,102
142327,2012,NL,Netherlands Institute for Health Services Research,3513 CR,Utrecht,01.10.2012,30.09.2013,Social sciences,102
142338,2012,US,Organizational Behavior and Theory Tepper School of Business Carnegie Mellon University,15213,Pittsburgh,01.09.2012,31.08.2013,Social sciences,102
142389,2012,NO,Center for International Climate and Environmental Research - Oslo,318,Oslo,01.07.2012,31.10.2013,Social sciences,102
142389,2012,PH,Institute of Philippine Culture Department of Sociology and Anthropology Ateneo de Manila University - Quezon City,,"Loyola Heights, Quezon City",01.07.2012,31.10.2013,Social sciences,102
142487,2012,US,Department of Political Science University of Rochester Harkness Hall,14627-0146,Rochester,01.10.2012,30.09.2013,Social sciences,102
142564,2012,GB,Department of Finance London School of Economics and Political Science,WC2A 2AE,London,01.10.2012,30.09.2013,Social sciences,102
142758,2012,DK,Copenhagen Business School,2000,Frederiksberg,01.09.2012,31.08.2013,Social sciences,102
142767,2012,FR,CEDITEC Faculté des Lettres Université de Paris 12 Val de Marne,94010,Créteil Cedex,01.09.2012,31.08.2013,Social sciences,102
142767,2012,US,The Graduate Center The City University of New York,10016-4309,New York,01.09.2012,31.08.2013,Social sciences,102
142773,2012,AU,School of Public Health and Human Biosciences La Trobe University,3086,Victoria,01.09.2012,31.08.2013,Social sciences,102
142779,2012,ES,Accounting Control IESE Business School,8034,Barcelona,01.07.2012,30.06.2013,Social sciences,102
142779,2012,US,Columbia University Business School,10027,New York,01.07.2012,30.06.2013,Social sciences,102
142787,2012,NL,Netherlands Institute for the Study of Crime and Law Enforcement Vrije Universiteit Amsterdam,1008 BH,Amsterdam,01.10.2012,30.09.2013,Social sciences,102
142796,2012,FR,Université Paris Dauphine,75775,Paris Cedex 16,01.09.2012,31.08.2013,Social sciences,102
142806,2012,DE,Universität Leipzig,4103,Leipzig,01.08.2012,31.07.2013,Social sciences,102
142808,2012,DE,Max-Planck-Institut,20148,Hamburg,01.06.2012,31.03.2013,Social sciences,102
142813,2012,FR,Département de Sociologie Université Paris Ouest,92001,Nanterre,01.07.2012,31.12.2012,Social sciences,102
142817,2012,DE,Forschungszentrum Umweltrecht Institut für Öffentliches Recht und Völkerre Humboldt-Universität zu Berlin,10099,Berlin,01.09.2012,31.03.2013,Social sciences,102
142818,2012,US,University of Berkeley,94720 - 2465,Berkeley,01.08.2012,31.07.2013,Social sciences,102
142819,2012,GB,Faculty of Law University College London,WC1H OEG,London,01.08.2012,31.07.2013,Social sciences,102
142823,2012,GB,University of Essex,CO4 3SQ,Colchester,01.08.2012,31.07.2013,Social sciences,102
142880,2012,US,Stern School of Business Finance Department,10012,New York,01.07.2012,30.06.2013,Social sciences,102
142895,2012,IL,The Hebrew University of Jerusalem,91904,JERUSALEM,01.10.2012,31.03.2013,Social sciences,102
142955,2012,NL,Tilburg University,5000,LE Tilburg,01.09.2012,31.10.2013,Social sciences,102
142962,2012,AR,"Center for Distributive, Labor & Social Stud Facultad de Ciencias Económicas Universidad de La Plata",1900,La Plata,01.08.2012,31.01.2013,Social sciences,102
143284,2012,SE,Department of Economics Stockholm University,10691,Stockholm,01.10.2012,31.03.2013,Social sciences,102
143309,2012,DK,Aarhus University,8000,Aarhus,01.08.2012,31.07.2013,Social sciences,102
143309,2012,US,Department of Economics University of Michigan,48109-1220,Ann Arbor MI,01.08.2012,31.07.2013,Social sciences,102
143329,2012,HR,Rechtswissenschaftliche Fakultät Universität Zagreb,10000,Zagreb,01.09.2012,31.08.2013,Social sciences,102
143334,2012,US,Marketing Department Kellogg School of Management Northwestern University,60208-2001,Evanston,01.09.2012,28.02.2013,Social sciences,102
143346,2012,US,"Department of Economics University of California, Berkeley",94720-3880,Berkeley,01.10.2012,30.09.2013,Social sciences,102
143347,2012,NL,Center for International Law Faculty of Law University of Amsterdam,1012,CN Amsterdam,01.03.2013,31.08.2014,Social sciences,102
143347,2012,GB,University of Cambridge Center for International Law,CB3 9BL,Cambridge,01.03.2013,31.08.2014,Social sciences,102
143349,2012,US,"Rady School of Management University of California, San Diego",92093-0553,La Jolla,01.09.2012,28.02.2013,Social sciences,102
143357,2012,US,"Department of Economics University of California, Berkeley",94720-3880,Berkeley,01.08.2012,31.01.2013,Social sciences,102
143363,2012,US,Operations Management Graduate Business School University of Chicago,60637,Chicago,01.03.2013,31.08.2013,Social sciences,102
143364,2012,GB,Lauterpacht Centre for International Law University of Cambridge,CB3 9BL,Cambridge,01.09.2012,30.09.2013,Social sciences,102
143364,2012,FR,UNESCO,75700,Paris,01.09.2012,30.09.2013,Social sciences,102
143368,2012,US,University of Pennsylvania Wharton School of Business,19104,Philadelphia,01.09.2012,28.02.2013,Social sciences,102
143370,2012,US,University of California,94720,Berkeley,01.06.2012,30.11.2012,Social sciences,102
143612,2012,GB,Warwick Business School University of Warwick,CV4 7AL,Coventry,01.07.2012,30.06.2013,Social sciences,102
143679,2012,DE,Abteilung Strafrecht Max-Planck-Institut für Strafrecht,79100,Freiburg im Breisgau,01.01.2013,31.12.2013,Social sciences,102
143679,2012,US,University of Michigan Law School,48109-1215,Ann Arbor,01.01.2013,31.12.2013,Social sciences,102
143705,2012,US,Stanford Center for Design Research Stanford University,94305-2232,Stanford,01.07.2012,31.12.2012,Social sciences,102
143727,2012,ES,Accounting Control IESE Business School,8034,Barcelona,01.09.2012,31.08.2013,Social sciences,102
143731,2012,US,Clark University,1609,Worcester,01.10.2012,30.09.2013,Social sciences,102
143735,2012,GB,University of Oxford Department of Economics,OX1 3UQ,Oxford,01.10.2012,31.07.2013,Social sciences,102
143737,2012,US,Berkman Center for Internet and Society Harvard Law School,2138,Cambridge,01.09.2012,31.08.2013,Social sciences,102
143786,2012,GB,School of Management University of Bath,BA2 7AY,Bath,01.01.2013,31.12.2013,Social sciences,102
143794,2012,US,University of California Haas School of Business,94720-1900,Berkeley,01.10.2012,30.09.2013,Social sciences,102
143802,2012,US,School of Industrial and Labor Relations Cornell University,14853,Ithaca,01.09.2012,31.08.2013,Social sciences,102
143817,2012,US,Anderson School of Management UCLA University of California,90095-1481,Los Angeles,01.08.2012,28.02.2013,Social sciences,102
143933,2012,GB,School of Government and International Affairs Durham University,DH1 3TU,Durham,01.09.2012,31.08.2013,Social sciences,102
143941,2012,US,Department of Sociology University of Washington,98195,"Seattle, WA",01.09.2012,31.08.2013,Social sciences,102
144101,2012,US,New York University School of Law,10012,New York,01.08.2012,31.07.2013,Social sciences,102
144110,2012,CD,Centre Universitaire de Bunia Faculté des Sciences Politiques,292,Bunia,01.08.2012,31.07.2013,Social sciences,102
144110,2012,CH,swisspeace,3000,Bern 7,01.08.2012,31.07.2013,Social sciences,102
144174,2012,US,Columbia University,10032,New York,01.09.2012,31.08.2013,Social sciences,102
144174,2012,US,Department of Political Science Columbia University,10027,New York,01.09.2012,31.08.2013,Social sciences,102
144794,2012,DE,Cornelia Goethe Centrum Johann Wolfgang Goethe-Universität,60054,Frankfurt am Main,01.11.2012,31.10.2013,Social sciences,102
145335,2012,CH,Institut de Hautes Etudes Internationales et du Développement,1211,Genève 21,01.03.2013,30.09.2014,Social sciences,102
145335,2012,GB,"School of Sociology, Politics and International Studies University of Bristol",BS81TY,Bristol,01.03.2013,30.09.2014,Social sciences,102
145336,2012,GB,Dept of Politics and International Relations University of Oxford,OX1 3UQ,Oxford,01.01.2013,31.12.2013,Social sciences,102
145345,2012,GB,Centre for Socio-Legal Studies Law Faculty University of Oxford,OX1 3UQ,Oxford,01.10.2012,31.03.2013,Social sciences,102
145408,2012,GB,University of Oxford Faculty of Law Lady Margart Hall,OX2 6QA,Oxford,01.09.2013,31.08.2015,Social sciences,102
145416,2012,GB,Department of Economics London School of Economics,WC2A 2AE,London,01.03.2013,28.02.2014,Social sciences,102
145417,2012,CH,Graduate Institute IHEID,1211,Genève 21,01.04.2013,31.03.2014,Social sciences,102
145417,2012,GB,The Middle East Centre St-Antony's College,OX2 6JF,OXFORD,01.04.2013,31.03.2014,Social sciences,102
145423,2012,FR,Institut de Recherche Juridique de la Sorbon Département de Droit public Université Paris-1 Panthéon-Sorbonne,75231,Paris Cédex 05,01.02.2013,31.07.2013,Social sciences,102
145560,2012,US,Kellogg School of Management Northwestern University,60208-2001,Evanston,01.11.2012,31.10.2013,Social sciences,102
145572,2012,DK,Copenhagen Business School,2000,Frederiksberg,01.02.2013,31.01.2014,Social sciences,102
145576,2012,US,Harvard Law School Harvard University,2138,Cambridge,01.02.2013,31.07.2013,Social sciences,102
145576,2012,US,The Fletscher School of Law and Diplomacy Tufts University,2155,Medford,01.02.2013,31.07.2013,Social sciences,102
145579,2012,US,School of Law Columbia University,10027-7297,New York,01.01.2013,30.06.2013,Social sciences,102
145581,2012,FR,Institut Fernand Courby (UMR 5649) Maison de l'Orient Méditerranéen,69007,Lyon,01.12.2012,30.11.2013,Social sciences,102
145582,2012,GB,University of Oxford,OX1 2JD,Oxford,01.10.2013,30.06.2014,Social sciences,102
145583,2012,US,Department of Political Science Columbia University,10027,New York,01.01.2013,30.06.2013,Social sciences,102
145599,2012,GB,Department of War Studies King's College London,WC2R 2LS,London,01.10.2013,30.06.2014,Social sciences,102
145605,2012,CA,Département de science politique Université de Montréal,H3C 3J7,Montréal,01.02.2013,31.10.2013,Social sciences,102
145606,2012,FR,Laboratoire du GrHis EA 3831 Faculté des Lettres et Sciences Humaines Université de Rouen,76821,Mont St-Aignan Cedex,01.02.2013,31.01.2014,Social sciences,102
145606,2012,GB,School of Social and Political Sciences Department of Economic and Social History Université de Glasgow,,Glasgow G12 8rt,01.02.2013,31.01.2014,Social sciences,102
145647,2012,US,Stephen M. Ross School of Business University of Michigan,48109-1234,Ann Arbor,01.02.2013,31.01.2014,Social sciences,102
145660,2012,HK,School of Hotel and Tourism Management The Hong Kong Polytechnic University,,TST Kowloon,01.01.2013,30.04.2014,Social sciences,102
145661,2012,GB,London Knowledge Lab University of London,WC1N 3QS,London Borough of Camden,01.01.2013,30.06.2014,Social sciences,102
145665,2012,US,J. F. Kennedy School of Government Harvard University,2138,Cambridge,01.02.2013,31.07.2014,Social sciences,102
145669,2012,US,Columbia University,10032,New York,01.01.2013,30.06.2013,Social sciences,102
145742,2012,DE,Juristische Fakultät Heinrich-Heine-Universität,40225,Düsseldorf,01.04.2013,30.06.2014,Social sciences,102
145743,2012,US,Harvard Law School Harvard University,2138,Cambridge,01.02.2013,30.09.2013,Social sciences,102
145778,2012,US,Department of Economics Columbia Univeristy,10027,New York,01.08.2013,31.08.2014,Social sciences,102
145783,2012,CA,MIS Division Sauder School of Business University of British Columbia,V6T 1Z2,Vancouver,01.04.2013,31.03.2014,Social sciences,102
145792,2012,CA,Dépt d'Hist. de l'Art & Etudes cinématogr. Faculté des Arts et des Sciences Université de Montréal,H3T 1N8,Montréal,01.07.2013,30.06.2014,Social sciences,102
145792,2012,US,Tisch School of the Arts Cinema Studies New York University,10003-6807,New York City,01.07.2013,30.06.2014,Social sciences,102
145795,2012,SE,Department of Social and Economic Geography  Umea University,901 87,Umea,01.01.2013,31.03.2013,Social sciences,102
145796,2012,ES,Public Law Department Faculty of Law University of Salamanca,37007,Salamanca,01.01.2013,30.09.2013,Social sciences,102
145807,2012,GB,Department of International Politics City University London,EC1R 0JD,London,01.03.2013,28.02.2014,Social sciences,102
145812,2012,CA,Strategic Management and Organization School of Business University of Alberta,T6G 2R6,"Edmonton, Alberta",01.01.2013,30.06.2013,Social sciences,102
145813,2012,US,Kellogg School of Management Northwestern University,60208-2001,Evanston,01.06.2013,30.11.2014,Social sciences,102
145820,2012,FR,GSRL EPHE-CNRS,75849,Paris,01.03.2013,28.02.2014,Social sciences,102
145850,2012,US,"Department of Criminology, Law and Society School of Social Ecology University of California, Irvine",92697-7080,"Irvine, California",01.04.2013,30.09.2013,Social sciences,102
145863,2012,AU,The Australian National University,200,Canberra,01.03.2013,31.08.2013,Social sciences,102
145873,2012,US,College of Criminal Justice Northeastern University,2115,Boston,01.01.2013,30.06.2013,Social sciences,102
145873,2012,US,Division of Prevention & Community Research Deptartment of Psychiatry Yale University,6511,New Haven,01.01.2013,30.06.2013,Social sciences,102
145881,2012,DE,Max-Planck-Institut für ausländisches und internationales Privatrecht,20148,Hamburg,01.12.2012,31.07.2013,Social sciences,102
145892,2012,US,School of Journalism College of Communication The University of Texas at Austin,78712,Austin,01.01.2013,31.07.2013,Social sciences,102
145966,2012,US,Department of Political Science University of California,92093-0521,La Jolla,01.01.2013,31.12.2013,Social sciences,102
145990,2012,XZ,University of Pristina Political Science Department,10,Prishtine,01.01.2013,30.06.2013,Social sciences,102
146087,2012,RU,Institut de législation et du droit comparé,117218,Moscou,01.02.2013,31.07.2013,Social sciences,102
146101,2012,FR,Lab. d'histoire visuelle contemporaine Ecole des Hautes Etudes en Sciences Sociales,75002,Paris,01.10.2013,30.06.2014,Social sciences,102
146115,2012,US,The Fletscher School of Law and Diplomacy Tufts University,2155,Medford,01.01.2013,31.08.2013,Social sciences,102
146182,2012,NL,Center for International Law Faculty of Law University of Amsterdam,1012,CN Amsterdam,01.03.2013,30.11.2013,Social sciences,102
146182,2012,FR,Institut international des droits de l'homme Université Strasbourg,67000,Strasbourg,01.03.2013,30.11.2013,Social sciences,102
146573,2012,US,Center for the Study of Law and Society University of California,94720,Berkeley,01.08.2013,31.07.2014,Social sciences,102
146573,2012,US,"College of Law University of California, Hastings",94102-4978,San Francisco,01.08.2013,31.07.2014,Social sciences,102
146573,2012,US,Georgetown University Law Center,20001-2022,Washington,01.08.2013,31.07.2014,Social sciences,102
146573,2012,US,Harvard University Law School,2138,Cambridge,01.08.2013,31.07.2014,Social sciences,102
146573,2012,US,School of Law Columbia University,10027-7297,New York,01.08.2013,31.07.2014,Social sciences,102
146573,2012,US,University of California Law School,94720-7200,Berkeley,01.08.2013,31.07.2014,Social sciences,102
146692,2012,US,Research Division Federal Reserve Bank of St. Louis,63-166-0442,St. Louis,01.05.2013,30.04.2014,Social sciences,102
146895,2012,GB,London Business School,NW1 4SA,London,01.04.2013,31.03.2014,Social sciences,102
146901,2012,NO,Department of Psychology Norwegian University of Science & Technology,7489,Trondheim,01.11.2012,31.10.2013,Social sciences,102
146911,2012,US,Goldman School of Public Policiy University of California,94720-7320,Berkeley,01.01.2013,31.12.2013,Social sciences,102
146916,2012,FR,Groupe HEC Dept. Marketing,78351,Jouy-en-Josas,01.01.2013,31.12.2013,Social sciences,102
146934,2012,US,Department of Economics Columbia Univeristy,10027,New York,01.01.2013,31.12.2013,Social sciences,102
146964,2012,US,Department of Management The Wharton School University of Pennsylvania,19104,Philadelphia,01.01.2013,31.12.2013,Social sciences,102
146965,2012,CA,Sauder School of Business University of British Columbia,V6T 1Z2,Vancouver,01.02.2013,31.01.2014,Social sciences,102
146966,2012,DE,Centre for Global Cooperation Research Käte Hamburger Kolleg Universität Duisburg-Essen,47059,Duisburg,01.01.2013,31.12.2013,Social sciences,102
146968,2012,US,Donald McGannon Communication Research Center Fordham University,10458,Bronx,01.01.2013,31.12.2013,Social sciences,102
146969,2012,US,"Department of Economics University of California, Berkeley",94720-3880,Berkeley,01.01.2013,31.12.2013,Social sciences,102
147219,2012,US,School of Education Stanford University,94305-3096,Stanford,01.01.2013,31.07.2013,Social sciences,102
147220,2012,GB,British Institute of International and Comparative Law (BIICL),WC1B 5JP,London,01.03.2013,28.02.2014,Social sciences,102
147220,2012,DK,University of Copenhagen Faculty of Law,1455,Copenhagen,01.03.2013,28.02.2014,Social sciences,102
147221,2012,GB,Department of Mathematics Imperial College London,SW7 2AZ,London,01.01.2013,30.06.2013,Social sciences,102
147233,2012,DE,Humbolt Universität zu Berlin Juristische Fakultät Institut für öffentliches Recht,10099,Berlin,01.04.2013,30.09.2013,Social sciences,102
147241,2012,US,University of Columbia Columbia Law School,10027,New York,01.01.2013,30.06.2013,Social sciences,102
147244,2012,US,"Department of Economics University of California, Berkeley",94720-3880,Berkeley,01.04.2013,31.12.2013,Social sciences,102
147251,2012,BE,Maastricht Centre for European Law Faculty of Law Maastricht University,6200,Maastricht,01.04.2013,31.03.2014,Social sciences,102
147251,2012,NL,Netherlands Institute for the Study of Crime and Law Enforcement Vrije Universiteit Amsterdam,1008 BH,Amsterdam,01.04.2013,31.03.2014,Social sciences,102
147251,2012,GB,University of Edinburgh Dept. of Law,EH8 9BE,Edinburgh,01.04.2013,31.03.2014,Social sciences,102
147253,2012,US,Department of Economics Harvard University,2138,Cambridge,01.01.2013,31.08.2013,Social sciences,102
147264,2012,US,Fordham University School of Business,10023,New York,01.01.2013,31.12.2013,Social sciences,102
147268,2012,US,Kellogg School of Management Northwestern University,60208-2001,Evanston,01.03.2013,31.05.2013,Social sciences,102
147274,2012,IT,Department of Political and Social Sciences European University Institute,50014,San Domenico di Fiesole,01.03.2013,31.08.2013,Social sciences,102
147308,2012,CA,HEC Montréal,H3T 2A7,Montréal,01.04.2013,30.09.2013,Social sciences,102
147784,2013,IT,Department of Political and Social Sciences European University Institute,50014,San Domenico di Fiesole,01.09.2013,31.08.2015,Social sciences,102
147784,2013,US,The Graduate Center The City University of New York,10016,New York,01.09.2013,31.08.2015,Social sciences,102
147798,2013,DE,Academy of World Religions (AWR) University Hamburg,20146,Hamburg,01.06.2014,31.05.2016,Social sciences,102
147798,2013,FR,Centre d'Etudes Interdisciplinaires des Faits Religieux CEIFR Ecoles des Hautes Etudes en Sciences Sociale,75006,Paris,01.06.2014,31.05.2016,Social sciences,102
147798,2013,GB,School of Government and International Affairs Durham University,DH1 3TU,Durham,01.06.2014,31.05.2016,Social sciences,102
147799,2013,US,Berkman Center for Internet and Society Harvard Law School,2138,Cambridge,01.08.2013,31.07.2014,Social sciences,102
147801,2013,FR,Centre de Sociologie Européenne Centre européen de sociologie et de science Université Paris 1-EHESS-CNRS,75013,Paris,01.08.2013,31.07.2016,Social sciences,102
147801,2013,GB,Department of Sociology London School of Economics,WC2A 2AE,London,01.08.2013,31.07.2016,Social sciences,102
147801,2013,CH,Seminar für Soziologie (SfS-HSG) Universität St. Gallen,9000,St. Gallen,01.08.2013,31.07.2016,Social sciences,102
147803,2013,US,"Demography Department  University of California, Berkeley",CA 94720-2,"Berkeley, CA",01.07.2014,30.06.2016,Social sciences,102
147809,2013,IL,Faulty of Law Tel Aviv University,69978,Tel Aviv,01.10.2013,30.09.2015,Social sciences,102
147819,2013,BE,CRID&P Département de droit pénal Université catholique de Louvain,1348,Louvain-la-Neuve,01.01.2014,31.12.2015,Social sciences,102
147823,2013,HK,Department of Real Estate and Construciton Faculty of Architecture University of Hong Kong,,Hongkong,01.02.2014,31.01.2017,Social sciences,102
147823,2013,FR,Laboratoire Techniques Territoires Sociétés Ecole Nationale des Ponts et Chaussées LATTS Université Paris Val-de-Marne,77455,Marne-la-Vallée Cedex,01.02.2014,31.01.2017,Social sciences,102
147824,2013,CA,Department of Economics University of British Columbia,V6T 1Z1,Vancouver,01.09.2013,31.08.2014,Social sciences,102
147825,2013,US,Department of Political Science University of Chicago,60637,Chicago,01.08.2013,31.10.2014,Social sciences,102
147827,2013,FR,Laboratoire Deixis Sciences économiques et sociales Telecom Paristech,6560,Valbonne Sophia-Antipolis,01.09.2013,28.02.2014,Social sciences,102
148333,2013,FR,"Centre de recherches sociologiques sur le droit et les institutions pénales, Immeuble Edison",78280,Guyancourt,01.11.2013,30.06.2014,Social sciences,102
148341,2013,US,School of Engineering Massachusetts Institute of Technology MIT,2139,Cambridge,01.03.2014,31.08.2015,Social sciences,102
148343,2013,US,Leonard N. Stern School of Business Henry Kaufman Management Center New York University,10012-1118,New York,01.03.2014,31.08.2015,Social sciences,102
148345,2013,NL,Amsterdam School of Communications Research University of Amsterdam,1012,CX Amsterdam,01.11.2013,30.04.2015,Social sciences,102
148347,2013,NL,Department of Developmental Psychology Utrecht University,3584 CS,Utrecht,01.06.2013,30.11.2014,Social sciences,102
148348,2013,US,Tepper School of Business Carnegie Mellon University,15213,Pittsburgh,01.09.2013,28.02.2014,Social sciences,102
148350,2013,US,"Dept. of Society, Human Development & Health Harvard University",2115,Boston ,01.10.2013,30.09.2014,Social sciences,102
148357,2013,DE,Fakultät für Politik- und Verwaltungswissenschaft Universität Konstanz,78457,Konstanz,01.08.2013,31.07.2014,Social sciences,102
148382,2013,GB,Faculty of Law University of Oxford,OX1 3UL,Oxford,01.07.2013,30.06.2014,Social sciences,102
148387,2013,US,Mortara Center for International Studies Edmund A. Walsh School of Foreign Service Georgetown University,20057,Washington,01.09.2013,31.08.2014,Social sciences,102
148413,2013,DE,Deutsches Institut für Wirtschaftsforschung SOEP,10117,Berlin,01.07.2013,31.01.2014,Social sciences,102
148416,2013,BF,UFR en Sciences économiques et de gestion Université Ouagadougou,,Ouagadougou,01.09.2013,30.04.2014,Social sciences,102
148454,2013,GB,Oxford Institute of Population Ageing University of Oxford,OX2 6PR,Oxford,01.09.2013,31.08.2014,Social sciences,102
148459,2013,GB,Department of International Development University of Oxford,OX1 3TB,Oxford,01.02.2014,31.07.2015,Social sciences,102
148502,2013,GB,University of Oxford Department of Economics,OX1 3UQ,Oxford,01.07.2013,30.06.2014,Social sciences,102
148504,2013,US,French Studies Program Foreign Languages and Literatures Massachusetts Institute of Technology,2139,"Cambridge, Massachusetts",01.09.2013,28.02.2015,Social sciences,102
148504,2013,US,MIT Anthropology Program  Massachusetts Institute of Technology,2139,"Cambridge, Massachusetts",01.09.2013,28.02.2015,Social sciences,102
148504,2013,US,"Women's, Gender, and Sexuality Studies Northeastern University",2115,Boston,01.09.2013,28.02.2015,Social sciences,102
148505,2013,US,Stanford University Department of Sociology,94305-2047,"Stanford, California",01.10.2013,30.06.2014,Social sciences,102
148506,2013,GB,Department of Government London School of Economics,WC2A 2AE,London,01.10.2013,31.07.2014,Social sciences,102
148506,2013,NL,Utrecht School of Governance (USG) Utrecht University,3511 ZC,Utrecht,01.10.2013,31.07.2014,Social sciences,102
148507,2013,FR,CEDITEC Faculté des Lettres Université de Paris 12 Val de Marne,94010,Créteil Cedex,01.09.2013,28.02.2014,Social sciences,102
148507,2013,US,The Graduate Center The City University of New York,10016,New York,01.09.2013,28.02.2014,Social sciences,102
148509,2013,US,Kellogg School of Management Northwestern University,60208-2001,Evanston,01.09.2013,28.02.2015,Social sciences,102
148516,2013,CA,2-35 Business Building Alberta School of Business University of Alberta,T6G 2R6,Edmonton,01.10.2013,31.03.2015,Social sciences,102
148516,2013,US,Sol C. Snider Entrepreneurial Res. Center The Wharton School University of Pennsylvania,19104-6374,Philadelphia,01.10.2013,31.03.2015,Social sciences,102
148524,2013,US,Department of Psychology Emory University,30322,Atlanta,01.09.2013,31.08.2014,Social sciences,102
